word,tf-idf-neg,node-label
(ช็อป - ADV),-0.0038220111420645985,neg
(ล็อค - ADV),-0.0038220111420645985,neg
(คนโสด - ADV),-0.0038220111420645985,neg
(ดื่ม - ADV),-0.00380851835042712,neg
(ก่อ - VERB),-0.0037508652353045084,neg
(ใส่ใจ - VERB),-0.0035830773471980312,neg
(ลิฟท์ - VERB),-0.0035606404249503153,neg
(เวอร์ชั่น - VERB),-0.0035606404249503153,neg
(เทา - VERB),-0.00355532603625636,neg
(ชะล้าง - VERB),-0.003538163303812493,neg
(แพ - VERB),-0.003538163303812493,neg
(เหาทะเล - VERB),-0.0035056194912314364,neg
(ดูเหมือน - ADV),-0.003503041829840825,neg
(เต่า - VERB),-0.0035017544201275427,neg
(สูบบุหรี่ - ADJ),-0.003471137988038996,neg
(ยืน - ADJ),-0.003471137988038996,neg
(เกลื่อน - ADV),-0.003467348536086988,neg
(เครื่องร่อน - ADV),-0.0034579110060486465,neg
(เกลือ - VERB),-0.0034514540977091234,neg
(ไล่ล่า - VERB),-0.0034391892355773485,neg
(เสน - VERB),-0.003433612171952088,neg
(แห่ - VERB),-0.00342990416744674,neg
(ร้อย - VERB),-0.0034169889823084253,neg
(พยาน - VERB),-0.0034169889823084253,neg
(ร่มชูชีพ - ADJ),-0.0034090424963030565,neg
(บรรดา - VERB),-0.0034078232393301303,neg
(เต๊นท์ - VERB),-0.0034078232393301303,neg
(ฤดูร้อน - VERB),-0.003400525973293021,neg
(กี่ - ADV),-0.0033878306763260604,neg
(แพง - ADV),-0.0033842208407625796,neg
(ขาว - VERB),-0.0033770241988896137,neg
(เขตชานเมือง - ADJ),-0.0033609431312758534,neg
(ใบอนุญาต - VERB),-0.0033414952751769397,neg
(พลุกพล่าน - ADV),-0.0033397384427504536,neg
(ลู - ADV),-0.0033397384427504536,neg
(ท้องถนน - ADJ),-0.003328073271801273,neg
(แนวโน้ม - VERB),-0.003304985701410699,neg
(ซื่อสัตย์ - ADV),-0.003304985701410699,neg
(หยุดนิ่ง - ADV),-0.003304985701410699,neg
(แอบ - VERB),-0.003304985701410699,neg
(ล็อค - VERB),-0.003304985701410699,neg
(โชค - ADJ),-0.003304985701410699,neg
(ลูกค้า - ADV),-0.003304985701410699,neg
(มอเตอร์ไซค์ - VERB),-0.003304985701410699,neg
(เชิญชวน - VERB),-0.003304985701410699,neg
(ขโมย - ADJ),-0.003304985701410699,neg
(ชั่ว - ADJ),-0.003304985701410699,neg
(เก่ง - VERB),-0.003304985701410699,neg
(ตู้เย็น - VERB),-0.003304985701410699,neg
(เหยื่อ - VERB),-0.003304985701410699,neg
(เลินเล่อ - VERB),-0.003304985701410699,neg
(ชิ้น - VERB),-0.003304985701410699,neg
(บุกรุก - VERB),-0.003304985701410699,neg
(เร่ร่อน - VERB),-0.003304985701410699,neg
(ช็อป - VERB),-0.003304985701410699,neg
(น้ำตาไหล - VERB),-0.003304985701410699,neg
(หยาบคาย - VERB),-0.003304985701410699,neg
(หัก - ADJ),-0.003304985701410699,neg
(หัวเข่า - VERB),-0.003304985701410699,neg
(อึดอัดใจ - VERB),-0.003304985701410699,neg
(ทำเงิน - ADJ),-0.003304985701410699,neg
(เพ้อ - ADJ),-0.003304985701410699,neg
(ส้วมซึม - VERB),-0.003304985701410699,neg
(ยาห์ - ADJ),-0.003304985701410699,neg
(เงียบ - ADJ),-0.003304985701410699,neg
(ประหลาด - ADJ),-0.003304985701410699,neg
(ควานหา - VERB),-0.003304985701410699,neg
(อุบาย - VERB),-0.003304985701410699,neg
(ครีพ - VERB),-0.003304985701410699,neg
(มอเตอร์ไซค์ - ADJ),-0.003304985701410699,neg
(มลพิษ - ADJ),-0.003304985701410699,neg
(ระเบียบ - VERB),-0.003304985701410699,neg
(ตาบอด - ADJ),-0.003304985701410699,neg
(ร้านค้า - ADJ),-0.003304985701410699,neg
(อา - ADJ),-0.003304985701410699,neg
(เกียร์ - ADV),-0.003304985701410699,neg
(ตอนจบ - VERB),-0.003304985701410699,neg
(สติ - ADJ),-0.003304985701410699,neg
(เคารพ - ADV),-0.003304985701410699,neg
(ปกครอง - VERB),-0.00324839887396229,neg
(หาด - ADV),-0.003234723553537818,neg
(เชื้อเชิญ - VERB),-0.0032231628513359864,neg
(สับสนวุ่นวาย - VERB),-0.0031446448109462193,neg
(ย่างก้าว - ADV),-0.0031446448109462193,neg
(หล่น - VERB),-0.00313529036356783,neg
(สวรรค์ - ADJ),-0.003104817779040713,neg
(คัน - VERB),-0.003099997512317606,neg
(รีบ - VERB),-0.0030975105508155463,neg
(เลว - VERB),-0.0030349653693795327,neg
(ยื่น - ADJ),-0.0029917390878165455,neg
(คลั่ง - VERB),-0.0029412391441347315,neg
(ประทับใจ - VERB),-0.002937654426488184,neg
(เช่า - ADJ),-0.00290984082368821,neg
(จุดขาย - VERB),-0.00290984082368821,neg
(แขวน - ADJ),-0.00290984082368821,neg
(ยืน - ADV),-0.0028085015653860758,neg
(ลูกน้อง - VERB),-0.0025853408702121946,neg
(โอเค - VERB),-0.0025853408702121946,neg
(มืด - VERB),-0.0025853408702121946,neg
(แบ่งปัน - ADJ),-0.0023140919920259973,neg
(โหลด - ADJ),-0.0023140919920259973,neg
(ร้อย - ADV),-0.0023140919920259973,neg
(คุยโว - VERB),-0.0023140919920259973,neg
(เอ่อ - VERB),-0.0023140919920259973,neg
(ร่อน - ADJ),-0.0023140919920259973,neg
(ฉีก - VERB),-0.00219889962783304,neg
(มือสอง - VERB),-0.0017803202124751576,neg
(คลอง - VERB),-0.0017803202124751576,neg
(หลีกเลี่ยง - ADV),-0.0017803202124751576,neg
(งัดแงะ - VERB),-0.0017803202124751576,neg
(ปะ - VERB),-0.0017803202124751576,neg
(โปรด - VERB),-0.0017803202124751576,neg
(พัทยา - ADV),-0.0017803202124751576,neg
(ทะเลแคริบเบียน - VERB),-0.0017803202124751576,neg
(ทะเลเมดิเตอร์เรเนียน - VERB),-0.0017803202124751576,neg
(รอบ - ADV),-0.0017803202124751576,neg
(ประ - VERB),-0.0017803202124751576,neg
(สยองขวัญ - VERB),-0.0017803202124751576,neg
(เศร้าใจ - VERB),-0.0017803202124751576,neg
(กระชับ - VERB),-0.0017803202124751576,neg
(โบรา - ADV),-0.0017803202124751576,neg
(ย้อม - ADJ),-0.0017803202124751576,neg
(ก่อสร้าง - VERB),-0.0017803202124751576,neg
(รอง - ADJ),-0.0017803202124751576,neg
(ครอก - VERB),-0.0017803202124751576,neg
(สักพัก - ADV),-0.0017803202124751576,neg
(ทัวร์ - ADV),-0.0017803202124751576,neg
(กดดัน - VERB),-0.0017803202124751576,neg
(ปล่อย - ADV),-0.0017803202124751576,neg
(ปัจจัย - VERB),-0.0017803202124751576,neg
(สเปน - VERB),-0.0017803202124751576,neg
(เหมือนเดิม - ADJ),-0.0017803202124751576,neg
(กระบี่ - ADV),-0.0017803202124751576,neg
(jetskis - ADV),-0.0017803202124751576,neg
(ท้าทาย - ADV),-0.0017803202124751576,neg
(ไอพ่น - ADV),-0.0017803202124751576,neg
(ยอดนิยม - ADV),-0.0016115814256679932,neg
(สั่นสะเทือน - VERB),-0.0016115814256679932,neg
(คอร์รัปชั่น - VERB),-0.0016115814256679932,neg
(กระตุ้น - VERB),-0.001442842638860829,neg
